#,lemma,Verb form,Concordance,Hit?,Construction,comments,TA,FREAK,Coments
141,afford,affords,"Considerable teachers agreed with the fact that physical punishment affords them enough time to deal with bullies, while teaching class",1,DO,,simple_present,,
12978,give,give,It should not be harsh and does not give a shame to the students,1,PO,,simple_present,,
12979,give,give,"Though the punishment seems not that heavy and students doesn't seem to be depressed after the punishment, it can still give a damage to students subconciously",1,PO,,infinitive,,
12980,give,give,"However, some people using the Internet to hurt the other persons and give them bad words",1,DO,,infinitive,,
12981,give,give,So this travel will give me profound experience which will support my dream,1,DO,,simple_future,,
12991,give,give,"So, the experiments using animals give human the medical data such as how the drugs are applied, how the disease developes",1,DO,,simple_present,,
12992,give,give,"Therefore, the medical experiments give advantages to human and animals",1,PO,,simple_present,,
12993,give,give,"The operations give helpful data, and useful advantage to human and animal",1,PO,,simple_present,,
12994,give,give,"The friend said that the ring always give me happy, luck",1,DO,,simple_present,,
12995,give,give,Person who buy a bag send money to seller but seller doesn't give bag to that person,1,PO,,simple_present,,
12998,give,give,"For an instance, I've heard that scientists have to mate mice accurately in order to make mice which can be used to medical experiments and they give heartful consolation to animals which are use in experiments",1,PO,,simple_present,,
13000,give,give,"First of all, she give me good sentimental value for me",1,DO,,simple_present,,
13001,give,give,He always care students and give courage to them,1,PO,,simple_present,,
13003,give,give,"Also, she give me a lot of advises like don't send a massage too often or act like I didn't care of her",1,DO,,simple_present,,
13004,give,give,"Second, stating one's opinion using real name can give trust to people who read the statement",1,PO,,infinitive,,
13005,give,give,It may give them harmful results in their lives,1,DO,,infinitive,,
13006,give,give,"That means if we use cellular phones while driving, it is not only bad to ourselves but also give disadvantages to other drivers",1,PO,,simple_present,,
13007,give,give,"If teachers give a warning to outraged childern, like ""Do not do that again",1,PO,,simple_past,,
13009,give,give,"Teachers with anger can't control thier anger, so they give a punishment to children badly",1,PO,,simple_present,,
13012,give,give,"For example, if law which give harsh purnishment to people who misuse personal information is fortified, the crime related with misuse of personal information can be dramatically reduced",1,PO,,simple_present,,
13014,give,give,"Also, the physical punishment can give bad effect to children like the trauma",1,PO,,infinitive,,
13015,give,give,"Therefor, in schools, teacher don't have right to give the physical punishment to children",1,PO,,infinitive,,
13018,give,give,"However, if teacher might have bias, he would give physical punishment to A",1,PO,,infinitive,,
13019,give,give,"If teacher's authority of physical punishement had no limit, teacher might give so terrible or big plunsihement to studnets, and it can make them so tired and terrible hurts",1,PO,,infinitive,,
13020,give,give,"In this case, my best friend always listen to my problems and give me a practical advise",1,DO,,simple_present,,
13021,give,give,So we have to give them many advantages for their sacrifices,1,DO,,infinitive,,
13022,give,give,"If we give them a right advantage proportionate for their sacrifice, they complete military service very spontaneously and proudly",1,DO,,simple_present,,
13023,give,give,Mathematic give me a lot feeling of satisfying than feeling of disatisfying,1,DO,,simple_present,,
13024,give,give,Too hard physical punishment will give children a bad image,1,DO,,simple_future,,
13025,give,give,So parents and teachers have to give them small physical punishment,1,DO,,infinitive,,
13027,give,give,Maybe the teacher can give students a warning several time to stop doing bad things,1,PO,,infinitive,,
13029,give,give,I think children don't need any schools and teachers if teachers don't give any physical punishment to children who are doing wrong,1,PO,,simple_present,,
13030,give,give,It is to teacher whether to give children the physical punichment or not,1,DO,,infinitive,,
13031,give,give,The Government of Korea should abolish that law and give the freedom of go to military to Korean male,1,PO,,infinitive,,
13032,give,give,"Some people say that if give the freedom of go to military to men, no one applying the military",1,PO,,simple_present,,
13034,give,give,it is obvious that individuals do not have to give negetive effects to group,1,PO,,infinitive,,
13035,give,give,so we must give them own place to fufill their wanting,1,DO,,infinitive,,
13036,give,give,"It may give students bad effects, as a result, punishment may jeopardize many students",1,DO,,infinitive,,
13037,give,give,"As for the people who cannot complete military service because of their religious beliefs or sexual orientation, we should give them some other choices",1,DO,,infinitive,,
13038,give,give,"If a student has illigal activity in school, teachers will give him a minus point",1,DO,,simple_future,,
13039,give,give,"However, we keep in mind a word that when we do not give disadvantage to men, we get full service",1,PO,,simple_present,,
13040,give,give,because it give teacher power that control students,1,DO,,simple_present,,
13041,give,give,"Secondly, smoking can give other non-smokers uncomfortable feeling",1,DO,,infinitive,,
13044,give,give,and I also give the worsen reply to him,1,PO,,simple_present,,
13046,give,give,Others who have a many money are to give many money to goverment that is need to military service,1,PO,,infinitive,,
13049,give,give,Let me give you a metaphor,1,DO,,infinitive,,
13050,give,give,It would give negative impacts to smokers as well as that there is an alternative way to solve smoking conditions in the public buildings,1,PO,,infinitive,,
13053,give,give,It can give you not just scars or broken legs but also death of yourself or others,1,DO,,infinitive,,
13054,give,give,"Finally, I think that military service can give men responssibility for living in group society",1,DO,,infinitive,,
13055,give,give,"In weekday, to busy and tired school life don't give me time to read books",1,DO,,simple_present,,
13056,give,give,"For example, if an experiment give subjected animals too much pain, or proceeded in a poor hygine, it should not be permitted",1,DO,,simple_present,,
13058,give,give,And others were not give attention to our class,1,PO,,simple_present,,
